,ID,Title,Publish_date,viewer_count,like_count,comment_count,categroyID,description,duration,Links,tags,plist_num,plist1,plist2,plist3,plist4,plist5
106,G9POY1cHn50,Little Red Fiat,2018-10-01,3973,113,27,27,"Here's song #69!!! It's my birthday present for my older sister. She used to have an old (70s) little red Fiat Spider, a convertible. In the mornings, she'd drive me to the bus stop and I'd stick my head out into the wind and comb my hair. In the afternoons we used it to do our paper routes. When it rained, the roof leaked, but it was still the best car ever.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT3M35S,https://www.youtube.com/watch?v=G9POY1cHn50,"['Joshua Starmer', 'StatQuest', 'Fiat Spider', 'Convertible', 'Original Song', 'Fiat']",1.0,Original Songs,,,,
107,Q81RR3yKn30,Regularization Part 1: Ridge (L2) Regression,2018-09-24,716812,13719,1259,27,"Ridge Regression is a neat little way to ensure you don't overfit your training data - essentially, you are desensitizing your model to the training data. It can also help you solve unsolvable equations, and if that isn't bad to the bone, I don't know what is.

This StatQuest follows up on the StatQuests on:
Bias and Variance
https://youtu.be/EuBBz3bI-aA

Linear Models Part 1: Linear Regression
https://youtu.be/nk2CQITm_eo

Linear Models Part 1.5: Multiple Regression
https://youtu.be/zITIFTsivN8

Linear Models Part 2: t-Tests and ANOVA
https://youtu.be/NF5_btOaCig

Linear Models Part 3: Design Matrices
https://youtu.be/2UYx-qjJGSs

Cross Validation:
https://youtu.be/fSytzGwwBVw

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/
...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:25 Ridge Regression main ideas
4:15 Ridge Regression details
10:21 Ridge Regression for discrete variables
13:24 Ridge Regression for Logistic Regression
14:12 Ridge Regression for fancy models
15:34 Ridge Regression when you don't have much data
19:15 Summary of concepts

Correction:
13:39 I meant to say ""Negative Log-Likelihood"" instead of ""Likelihood"". 

#statquest #regularization",PT20M27S,https://www.youtube.com/watch?v=Q81RR3yKn30,"['Joshua Starmer', 'StatQuest', 'Linear Models', 'Machine Learning', 'Regularization', 'Ridge Regression', 'Bias', 'Variance', 'Bias variance tradeoff', 'Statistics', 'Data Mining', 'Data Science']",3.0,#66DaysOfData,Machine Learning,StatQuest,,
108,EuBBz3bI-aA,Machine Learning Fundamentals: Bias and Variance,2018-09-17,862745,25615,1196,27,"Bias and Variance are two fundamental concepts for Machine Learning, and their intuition is just a little different from what you might have learned in your statistics class. Here I go through two examples that make these concepts super easy to understand.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:29 The data and the ""true"" model
1:23 Splitting the data into training and testing sets
1:40 Least Regression fit to the training data
2:16 Definition of Bias
2:33 Squiggly Line fit to the training data
3:40 Model performance with the testing dataset
4:06 Definition of Variance
5:10 Definition of Overfit

Correction:
4:06 I say that the difference in fits between the training dataset and the testing dataset is called Variance. However, I should have said that the difference is a _consequence_ of variance. Technically, variance refers to the amount by which the predictions would change if we fit the model to a different training data set.

#statquest #biasvariance #ML",PT6M36S,https://www.youtube.com/watch?v=EuBBz3bI-aA,"['Joshua Starmer', 'StatQuest', 'Machine Learning', 'Bias', 'Variance', 'Statistics', 'Data Mining', 'Clearly Explained', 'Data Science']",3.0,#66DaysOfData,Machine Learning,StatQuest,,
109,Dn6b9fCIUpM,"Maximum Likelihood For the Normal Distribution, step-by-step!!!",2018-09-10,399854,11444,1230,27,"Calculating the maximum likelihood estimates for the normal distribution shows you why we use the mean and standard deviation define the shape of the curve.
NOTE: This is another follow up to the StatQuests on Probability vs Likelihood
https://youtu.be/pYxNSUDSFH4 and Maximum Likelihood: https://youtu.be/XepXtl9YKwc 
Viewers asked for worked out examples, and this one is super mathy, but I just couldn't say ""no""!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:45 Overview of the normal distribution equation
1:41 Example with one data point
5:38 Example with two data points
7:35 Example in 'n' data points
8:08 Solving for the MLEs for mu and sigma
18:54 Review of concepts

Correction:
2:39 I said likelihood=0.03 for mu=30, but mu=28 is in the equation.

#statquest #MLE #statistics",PT19M50S,https://www.youtube.com/watch?v=Dn6b9fCIUpM,"['Joshua Starmer', 'StatQuest', 'Maximum Likelihood', 'MLE', 'Normal Distribution', 'Example', 'Worked Out', 'Clearly Explained', 'Step-by-step', 'Statistics', 'Machine Learning', 'Data Mining']",2.0,Statistics Fundamentals,StatQuest,,,
110,YAlJCEDH2uY,"The Central Limit Theorem, Clearly Explained!!!",2018-09-03,431710,12422,820,27,"The Central Limit Theorem is a big deal, but it's easy to understand. Here I show you what it is, then I describe why this is useful and fundamental to Statistics!

This StatQuest follows up on the one that describes the normal distribution...
https://youtu.be/rzFX5NWojp0

...and the StatQuest on Sampling from a Distribution:
https://youtu.be/XLCWeSVzHUU

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #CLT #statistics",PT7M35S,https://www.youtube.com/watch?v=YAlJCEDH2uY,"['Joshua Starmer', 'StatQuest', 'Central Limit Theorem', 'Statistics', 'Clearly Explained', 'CLT', 'The normal distribution']",2.0,#66DaysOfData,Statistics Fundamentals,,,
111,OxA6i3iJd7M,Miss Carolina,2018-09-01,3487,76,22,27,"Here's song #68! The song had two sources of inspiration:

#1: A Gillian Welch song called ""Look at Miss Ohio"", that has the lines:

Oh me oh my oh
Look at Miss Ohio
She’s a running around with her rag-top down
She says ""I wanna do right but not right now""

...anyway - I was biking home from work and I was standing at the intersection of Henderson and Rosemary and I thought of that song and I started to sing about ""Miss North Carolina"" as if she were some sort of trouble maker. From there it turned into ""I miss Carolina, when am I gonna head back home"" - a song about a North Carolina exile that wants to come home. So, that was inspiration #1.

#2 Once I had this idea of ""I miss Carolina"", I started to think about all the political rabble rousing that's going on in the state - and this was before the Silent Sam thing happened (a bunch of people knocked over Silent Sam a few weeks ago) - they've got these crazy state constitutional amendments that are coming out of no where that we are supposed to vote on. One of them declares that ""hunting and fishing will be the primary means for managing fish and wildlife populations"". Stupid stuff that seems like old folk trying to make it harder to young folk to get anything done in the state. So then the song went back to ""Miss Carolina"" - she being the true spirit of the state - she's gone and left us all covered in pretty weeds, but still weeds.

NOTE: I specifically used the antiquated term ""Miss"" instead of the more modern ""Ms"" because ""Miss"" is still used for beauty pageants - when the state picks the woman who most embodies the ""spirit"" of the state - she's beautiful, but also smart, caring and determined to change the world for the better. She's the one that's gone and we need her back.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT2M42S,https://www.youtube.com/watch?v=OxA6i3iJd7M,"['Joshua Starmer', 'Tenor Guitar', 'Original Song', 'StatQuest', 'Eastwood', 'North Carolina']",1.0,Original Songs,,,,
112,4KKV9yZCoM4,"Maximum Likelihood for the Binomial Distribution, Clearly Explained!!!",2018-08-13,79594,1615,177,27,"Calculating the maximum likelihood estimate for the binomial distribution is pretty easy! This StatQuest takes you through the formulas one step at a time.

This StatQuest follows up and builds on the following StatQuests:
Maximum Likelihood, Clearly Explained:
https://youtu.be/XepXtl9YKwc

Probability vs Likelihood:
https://youtu.be/pYxNSUDSFH4

Logs, Clearly Explained!!!:
https://youtu.be/VSi0Z04fWj0

The Binomial Distribution and Test, Clearly Explained!!!
https://youtu.be/J8jNoF-K8E8

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #MLE #binomial",PT11M24S,https://www.youtube.com/watch?v=4KKV9yZCoM4,"['Joshua Starmer', 'StatQuest', 'Binomial Distribution', 'Maximum Likelihood', 'Statistics', 'Clearly Explained', 'MLE']",2.0,Statistics Fundamentals,StatQuest,,,
113,J8jNoF-K8E8,"The Binomial Distribution and Test, Clearly Explained!!!",2018-08-06,176612,4793,416,27,"The binomial distribution and the related statistical test look really complicated, but a actually quite simple. Here I walk you through both, one step at a time, so that they are easily understood and applied.

If you would like to learn more about P-values, check out this StatQuest:
https://youtu.be/5Z9OIYA8He8

And if you would like to learn more about 2-sided P-values, check out this StatQuest:
https://youtu.be/bsZGt-caXO4

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #binomial",PT15M47S,https://www.youtube.com/watch?v=J8jNoF-K8E8,"['StatQuest', 'Joshua Starmer', 'Binomial Distribution', 'Binomial Test', 'Statistics', 'Grape Fanta', 'Orange Fanta']",2.0,Statistics Fundamentals,StatQuest,,,
114,tjLaxniTPmE,Happy Days,2018-08-02,3224,105,32,27,"Here's song #67! This song was inspired by sitting next to my niece at dinner one night. She seemed to happy and then suddenly I was overwhelmed with emotion as I looked at her.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT2M55S,https://www.youtube.com/watch?v=tjLaxniTPmE,"['Joshua Starmer', 'Tenor Guitar', 'Ukulele', 'Original Song', 'StatQuest']",1.0,Original Songs,,,,
115,p3T-_LMrvBc,"Maximum Likelihood for the Exponential Distribution, Clearly Explained!!!",2018-07-30,130822,3856,296,27,"This StatQuest shows you how to calculate the maximum likelihood parameter for the Exponential Distribution.
This is a follow up to the StatQuests on Probability vs Likelihood
https://youtu.be/pYxNSUDSFH4 and Maximum Likelihood: https://youtu.be/XepXtl9YKwc 
Viewers asked for a worked out example, so this is pretty mathy, but I just couldn't say ""no""!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #MLE #statistics",PT9M39S,https://www.youtube.com/watch?v=p3T-_LMrvBc,"['Joshua Starmer', 'StatQuest', 'MLE', 'Maximum Likelihood', 'Exponential Distribution', 'Statistics']",3.0,#66DaysOfData,Statistics Fundamentals,StatQuest,,
116,C4N3_XJJ-jU,"Logistic Regression in R, Clearly Explained!!!!",2018-07-26,389671,6795,572,27,"This video describes how to do Logistic Regression in R, step-by-step. We start by importing a dataset and cleaning it up, then we perform logistic regression on a very simple model, followed by a fancy model. Lastly we draw a graph of the predicted probabilities that came from the Logistic Regression.

The code that I use in this video can be found on the StatQuest GitHub:
https://github.com/StatQuest/logistic_regression_demo/blob/master/logistic_regression_demo.R

For more details on what's going on, check out the following StatQuests:

For a general overview of Logistic Regression:
https://youtu.be/yIYKR4sgzI8

The odds and log(odds), clearly explained:
https://youtu.be/ARfXDSkQf1Y

The odds ratio and log(odds ratio), clearly explained:
https://youtu.be/8nm0G-1uJzA

Logistic Regression, Details Part 1, Coefficients:
https://youtu.be/vN5cNN2-HWE

Logistic Regression, Details Part 2, Fitting a line with Maximum Likelihood:
https://youtu.be/BfKanl1aSG0

Logistic Regression Details Part 3, R-squared and its p-value:
https://youtu.be/xxFYro8QuXA

Saturated Models and Deviance Statistics, Clearly Explained:
https://youtu.be/9T0wlKdew6I

Deviance Residuals, Clearly Explained:
https://youtu.be/JC56jS2gVUE

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:29 Load and format data
3:54 Dealing with missing data
5:03 Verifying that the data is not imbalanced
6:44 Logistic regression with one independent variable
12:48 Logistic regression with many independent variables
15:13 Graphing the predicted probabilities

#statquest #logistic",PT17M15S,https://www.youtube.com/watch?v=C4N3_XJJ-jU,"['StatQuest', 'Joshua Starmer', 'Statistics', 'Machine Learning', 'Generalized Linear Models', 'GLM', 'Logistic Regression', 'Clearly Explained']",4.0,Logistic Regression,Statistics and Machine Learning in R,Machine Learning,StatQuest,
117,JC56jS2gVUE,Deviance Residuals,2018-07-16,62096,917,79,27,"This video follows up on the StatQuest on Saturated Models and Deviance Statistics. https://youtu.be/9T0wlKdew6I

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #statistics",PT6M18S,https://www.youtube.com/watch?v=JC56jS2gVUE,"['StatQuest', 'Joshua Starmer', 'Statistics', 'Generalized Linear Models', 'GLM', 'Machine Learning', 'Residual Deviance', 'Deviance Residuals', 'Residuals', 'Clearly Explained']",3.0,Logistic Regression,Machine Learning,StatQuest,,
118,9T0wlKdew6I,Saturated Models and Deviance,2018-07-09,77366,1385,179,27,"This video follows from where we left off in Part 3 of the Logistic Regression series, but the ideas are more general, so I decided not to make it just Part 4, since it's more than just that.

NOTE: This StatQuest assumes that you are already familiar with Logistic Regression. If you're not already down with that, you can check out these videos:
https://youtu.be/yIYKR4sgzI8
https://youtu.be/vN5cNN2-HWE
https://youtu.be/BfKanl1aSG0
https://youtu.be/xxFYro8QuXA

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

#statquest #statistics",PT18M40S,https://www.youtube.com/watch?v=9T0wlKdew6I,"['StatQuest', 'Joshua Starmer', 'Statistics', 'Logistic Regression', 'Generalized Linear Models', 'R-squared', 'p-value', 'Saturated Model', 'Deviance Statistics', 'Null Deviance', 'Residual Deviance', 'Clearly Explained', 'Machine Learning']",3.0,Logistic Regression,Machine Learning,StatQuest,,
119,EH4-RtVpsy4,joe and sue,2018-07-01,2280,70,12,27,"Here's song #66! The video features my commute to work.

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer",PT3M39S,https://www.youtube.com/watch?v=EH4-RtVpsy4,"['Tenor guitar', 'cello', 'Original Song', 'StatQuest', 'Joshua Starmer', 'vocals', 'vocoder']",1.0,Original Songs,,,,
120,8nm0G-1uJzA,"Odds Ratios and Log(Odds Ratios), Clearly Explained!!!",2018-06-21,243909,4635,362,27,"Odds Ratios and Log(Odds Ratios) are like R-Squared - they describe a relationship between two things. And just like R-Squared, you need to determine if this relationship is statistically significant. This StatQuest goes over all these details so that you are ready for any odds ratio and log(odds ratio) situation that you might get yourself into!!!

This StatQuest builds on the concepts covered in...
Odds and Log(Odds): https://youtu.be/ARfXDSkQf1Y
Enrichment Analysis using Fisher's Exact Test: https://youtu.be/udyAvvaMjfM

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Corrections:
8:53 I meant to say ""the remaining 198.7 people without the mutated gene"".
14:27 I correctly wrote ""If the tests worked as expected, 5% should have p-values less than 0.05"". That is correct. However, when recording the voiceover, I said ""5% should have p-values less than 0.5"", which is not correct.

#statquest #statistics",PT16M20S,https://www.youtube.com/watch?v=8nm0G-1uJzA,"['Joshua Starmer', 'StatQuest', 'Odds Ratio', 'Log(Odds Ratio)', 'Log Odds Ratio', 'Data Mining', 'Statistics', 'Association Tests', 'Logistic Regression', 'Bioinformatics', 'Machine Learning']",4.0,#66DaysOfData,Machine Learning,Statistics Fundamentals,StatQuest,
121,xxFYro8QuXA,Logistic Regression Details Pt 3: R-squared and p-value,2018-06-18,204557,3594,244,27,"This video follows from where we left off in Part 2 in this series on the details of Logistic Regression.  Last time we saw how to fit a squiggly line to the data. This time we'll learn how to evaluate if that squiggly line is worth anything. In short, we'll calculate the R-squared value and it's associated p-value.

NOTE: This StatQuest assumes that you are already familiar with Part 1 in this series, Logistic Regression Details Pt1: Coefficients:
https://youtu.be/vN5cNN2-HWE

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying The StatQuest Illustrated Guide to Machine Learning!!!
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

Correction:
13:58 The formula at should be 2[(LL(saturated) - LL(overall)) - (LL(saturated) - LL(fit))]. I got the terms flipped.

#statquest #logistic",PT15M25S,https://www.youtube.com/watch?v=xxFYro8QuXA,"['StatQuest', 'Joshua Starmer', 'Statistics', 'Logistic Regression', 'Maximum Likelihood', 'R-squared', 'P-value', 'Machine Learning', 'Data Mining', 'Log Odds', 'Clearly Explained']",3.0,Logistic Regression,Machine Learning,StatQuest,,
